,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,class,predicted
230,<= 34,blue-collar,single,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
231,<= 34,management,single,tertiary,no,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
232,<= 34,management,single,tertiary,yes,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,1
233,<= 34,services,single,secondary,no,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
234,<= 34,self-employed,married,tertiary,no,(235 - 1158],yes,yes,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
235,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
236,(34 - 45],admin.,divorced,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
237,(34 - 45],blue-collar,married,secondary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
238,> 45,retired,divorced,primary,no,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
239,> 45,entrepreneur,married,secondary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
240,> 45,entrepreneur,married,tertiary,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
241,(34 - 45],management,single,tertiary,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
242,> 45,admin.,single,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
243,(34 - 45],blue-collar,single,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
244,<= 34,management,single,tertiary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
245,(34 - 45],services,divorced,secondary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
246,> 45,housemaid,married,primary,no,<= 235,no,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
247,> 45,blue-collar,married,secondary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
248,> 45,housemaid,divorced,primary,yes,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
249,(34 - 45],housemaid,married,secondary,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
250,<= 34,self-employed,married,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
251,> 45,technician,married,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
252,(34 - 45],blue-collar,divorced,primary,no,(235 - 1158],no,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
253,(34 - 45],blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
254,<= 34,technician,single,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
255,<= 34,admin.,married,secondary,no,(235 - 1158],yes,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
256,(34 - 45],blue-collar,married,unknown,no,> 1158,no,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
257,<= 34,admin.,single,secondary,no,<= 235,yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
258,(34 - 45],management,single,tertiary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
259,(34 - 45],services,divorced,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
260,> 45,technician,married,secondary,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
261,<= 34,blue-collar,single,primary,no,<= 235,yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
262,(34 - 45],management,single,tertiary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
263,<= 34,blue-collar,married,secondary,no,> 1158,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
264,> 45,blue-collar,married,unknown,no,> 1158,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
265,> 45,management,divorced,secondary,no,<= 235,yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
266,> 45,services,married,secondary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
267,(34 - 45],management,single,tertiary,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
268,> 45,self-employed,divorced,tertiary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
269,(34 - 45],technician,married,primary,no,<= 235,yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
270,> 45,blue-collar,divorced,primary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
271,> 45,management,married,secondary,no,> 1158,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
272,> 45,blue-collar,married,secondary,no,<= 235,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
273,(34 - 45],self-employed,single,tertiary,no,> 1158,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
274,(34 - 45],entrepreneur,married,tertiary,no,> 1158,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
275,(34 - 45],admin.,single,secondary,no,(235 - 1158],no,yes,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
276,(34 - 45],admin.,married,secondary,no,<= 235,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
277,(34 - 45],management,married,tertiary,no,<= 235,no,yes,unknown,<= 11,jun,> 2,-1,0,unknown,1,0
278,> 45,housemaid,married,primary,no,(235 - 1158],no,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
279,> 45,retired,married,unknown,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
280,> 45,retired,married,unknown,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
281,> 45,blue-collar,married,secondary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
282,> 45,management,married,tertiary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
283,(34 - 45],blue-collar,divorced,unknown,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
284,(34 - 45],unemployed,married,secondary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
285,(34 - 45],admin.,single,tertiary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,1,0
286,> 45,blue-collar,married,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
287,> 45,admin.,married,secondary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
288,(34 - 45],self-employed,married,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
289,> 45,housemaid,single,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
290,(34 - 45],management,married,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
291,(34 - 45],blue-collar,married,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,1
292,> 45,blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
293,> 45,management,divorced,tertiary,no,(235 - 1158],no,yes,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
294,<= 34,blue-collar,single,secondary,yes,<= 235,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,1
295,> 45,blue-collar,married,primary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
296,(34 - 45],blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
297,> 45,retired,divorced,tertiary,no,> 1158,yes,yes,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
298,(34 - 45],entrepreneur,single,unknown,no,(235 - 1158],no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
299,(34 - 45],services,married,secondary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
300,(34 - 45],blue-collar,divorced,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
301,> 45,unemployed,single,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
302,> 45,management,single,secondary,no,> 1158,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
303,> 45,blue-collar,married,secondary,no,<= 235,no,yes,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
304,> 45,technician,married,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
305,(34 - 45],management,married,tertiary,no,<= 235,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
306,(34 - 45],entrepreneur,married,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
307,> 45,management,married,secondary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
308,(34 - 45],technician,divorced,tertiary,no,<= 235,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
309,(34 - 45],student,single,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
310,(34 - 45],management,married,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
311,(34 - 45],blue-collar,married,primary,no,> 1158,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
312,> 45,management,married,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
313,(34 - 45],self-employed,single,tertiary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
314,> 45,services,divorced,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
315,<= 34,admin.,married,secondary,no,<= 235,yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
316,(34 - 45],management,single,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
317,(34 - 45],blue-collar,single,primary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
318,(34 - 45],entrepreneur,married,secondary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
319,<= 34,technician,married,secondary,no,<= 235,yes,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
320,> 45,admin.,married,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
321,<= 34,blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
322,(34 - 45],blue-collar,married,primary,no,<= 235,no,yes,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
323,(34 - 45],blue-collar,divorced,secondary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
324,> 45,retired,divorced,secondary,no,> 1158,no,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
325,> 45,technician,married,secondary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
326,> 45,housemaid,married,primary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
327,(34 - 45],services,married,secondary,no,> 1158,yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
328,(34 - 45],entrepreneur,married,tertiary,yes,<= 235,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
329,> 45,retired,married,primary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
330,(34 - 45],blue-collar,single,secondary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
331,(34 - 45],blue-collar,married,primary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
332,<= 34,blue-collar,married,secondary,no,<= 235,yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
333,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
334,(34 - 45],unemployed,married,primary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
335,(34 - 45],services,married,secondary,no,(235 - 1158],no,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
336,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
337,> 45,retired,married,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
338,> 45,services,married,unknown,no,(235 - 1158],no,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
339,> 45,management,married,tertiary,no,<= 235,no,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
340,> 45,management,married,tertiary,no,> 1158,no,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
341,<= 34,blue-collar,single,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
342,> 45,technician,married,tertiary,no,> 1158,no,yes,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
343,> 45,management,married,tertiary,no,<= 235,yes,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
344,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,yes,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
345,> 45,services,divorced,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
346,(34 - 45],blue-collar,single,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
347,(34 - 45],management,married,tertiary,no,(235 - 1158],no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
348,<= 34,management,married,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
349,(34 - 45],blue-collar,married,secondary,no,(235 - 1158],yes,yes,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
350,(34 - 45],services,divorced,unknown,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,1,0
351,(34 - 45],unemployed,married,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,1,0
352,<= 34,blue-collar,single,secondary,yes,<= 235,no,no,unknown,> 20,jun,<= 2,-1,0,unknown,1,0
353,<= 34,admin.,single,primary,no,<= 235,yes,no,unknown,> 20,jun,> 2,-1,0,unknown,1,0
354,(34 - 45],management,married,tertiary,no,<= 235,yes,no,unknown,> 20,jun,<= 2,-1,0,unknown,1,0
355,<= 34,blue-collar,single,primary,no,<= 235,yes,no,unknown,> 20,jun,<= 2,-1,0,unknown,1,0
356,<= 34,blue-collar,married,tertiary,no,(235 - 1158],yes,no,unknown,> 20,jun,> 2,-1,0,unknown,1,0
357,<= 34,technician,married,tertiary,no,(235 - 1158],yes,yes,unknown,> 20,jun,> 2,-1,0,unknown,1,0
358,<= 34,admin.,single,secondary,no,<= 235,no,yes,unknown,> 20,jun,<= 2,-1,0,unknown,1,0
359,<= 34,blue-collar,married,primary,no,<= 235,no,yes,unknown,> 20,jun,> 2,-1,0,unknown,1,0
360,<= 34,admin.,divorced,secondary,no,<= 235,no,yes,unknown,> 20,jun,<= 2,-1,0,unknown,1,0
361,(34 - 45],blue-collar,single,secondary,no,<= 235,yes,no,unknown,<= 11,jul,> 2,-1,0,unknown,1,0
362,(34 - 45],technician,single,tertiary,no,<= 235,no,no,unknown,<= 11,jul,<= 2,-1,0,unknown,1,0
363,<= 34,technician,single,secondary,no,<= 235,no,no,unknown,<= 11,jul,<= 2,-1,0,unknown,1,0
364,<= 34,services,single,secondary,no,<= 235,no,yes,unknown,<= 11,jul,> 2,-1,0,unknown,1,0
365,<= 34,services,married,secondary,no,<= 235,no,yes,unknown,<= 11,jul,<= 2,-1,0,unknown,1,0
366,(34 - 45],technician,married,primary,no,<= 235,no,no,unknown,<= 11,jul,<= 2,-1,0,unknown,1,0
367,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
368,> 45,blue-collar,married,secondary,no,<= 235,yes,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
369,> 45,technician,married,secondary,no,<= 235,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
370,(34 - 45],technician,single,secondary,no,(235 - 1158],yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
371,(34 - 45],blue-collar,divorced,primary,no,<= 235,yes,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
372,<= 34,services,single,secondary,no,<= 235,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
373,(34 - 45],entrepreneur,divorced,tertiary,no,(235 - 1158],no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
374,(34 - 45],technician,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
375,(34 - 45],self-employed,married,secondary,no,> 1158,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
376,> 45,unemployed,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
377,<= 34,self-employed,single,tertiary,no,> 1158,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
378,<= 34,technician,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
379,(34 - 45],admin.,divorced,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
380,(34 - 45],blue-collar,single,secondary,yes,(235 - 1158],yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
381,> 45,blue-collar,divorced,primary,no,> 1158,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
382,> 45,technician,single,secondary,no,<= 235,yes,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
383,<= 34,blue-collar,single,secondary,no,(235 - 1158],no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
384,<= 34,management,single,tertiary,no,(235 - 1158],no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
385,<= 34,entrepreneur,married,secondary,no,<= 235,yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
386,> 45,entrepreneur,married,tertiary,yes,<= 235,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
387,<= 34,self-employed,single,secondary,no,(235 - 1158],no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
388,<= 34,technician,single,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
389,<= 34,blue-collar,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
390,<= 34,blue-collar,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
391,<= 34,entrepreneur,divorced,tertiary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
392,(34 - 45],management,divorced,tertiary,no,(235 - 1158],no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
393,(34 - 45],services,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
394,<= 34,blue-collar,single,secondary,yes,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
395,(34 - 45],technician,married,secondary,no,<= 235,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
396,> 45,blue-collar,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
397,<= 34,admin.,single,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
398,<= 34,technician,married,secondary,no,(235 - 1158],no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
399,<= 34,blue-collar,single,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
400,<= 34,unemployed,single,secondary,no,<= 235,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
401,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
402,(34 - 45],admin.,married,primary,no,<= 235,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
403,(34 - 45],blue-collar,single,primary,no,<= 235,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
404,(34 - 45],services,divorced,tertiary,no,> 1158,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
405,> 45,blue-collar,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
406,<= 34,admin.,divorced,tertiary,yes,<= 235,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
407,(34 - 45],services,divorced,secondary,no,(235 - 1158],yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
408,(34 - 45],management,married,tertiary,yes,(235 - 1158],yes,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
409,<= 34,technician,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
410,<= 34,management,married,tertiary,no,(235 - 1158],yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
411,<= 34,blue-collar,married,primary,no,<= 235,yes,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
412,<= 34,management,single,tertiary,no,(235 - 1158],no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
413,> 45,blue-collar,married,primary,no,<= 235,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
414,<= 34,unemployed,single,primary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
415,<= 34,blue-collar,single,secondary,no,<= 235,yes,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
416,(34 - 45],blue-collar,married,secondary,no,> 1158,no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
417,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
418,(34 - 45],entrepreneur,married,unknown,no,> 1158,yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
419,<= 34,admin.,married,secondary,no,<= 235,yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
420,<= 34,admin.,single,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
421,<= 34,blue-collar,single,secondary,no,> 1158,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
422,<= 34,blue-collar,single,secondary,no,> 1158,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
423,<= 34,services,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
424,> 45,services,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
425,> 45,admin.,divorced,secondary,no,(235 - 1158],no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
426,(34 - 45],management,married,tertiary,no,> 1158,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
427,> 45,technician,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
428,<= 34,blue-collar,single,primary,no,> 1158,no,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
429,<= 34,blue-collar,married,secondary,no,<= 235,yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
430,<= 34,management,single,tertiary,no,<= 235,no,no,cellular,<= 11,jul,> 2,-1,0,unknown,1,0
431,<= 34,student,married,primary,no,<= 235,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
432,<= 34,blue-collar,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,1,1
433,> 45,blue-collar,married,secondary,no,> 1158,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
434,> 45,retired,divorced,secondary,no,(235 - 1158],no,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
435,> 45,management,married,tertiary,no,> 1158,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
436,<= 34,management,single,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,1
437,> 45,management,divorced,secondary,no,<= 235,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
438,(34 - 45],admin.,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
439,> 45,technician,married,secondary,no,> 1158,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
440,(34 - 45],admin.,married,secondary,no,<= 235,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,1,0
441,(34 - 45],entrepreneur,married,secondary,no,> 1158,no,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
442,(34 - 45],technician,married,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
443,<= 34,entrepreneur,married,tertiary,no,<= 235,yes,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,1,0
444,> 45,technician,married,secondary,no,<= 235,no,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
445,(34 - 45],admin.,married,tertiary,no,<= 235,yes,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
446,(34 - 45],admin.,divorced,secondary,no,<= 235,yes,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,1,0
447,> 45,services,divorced,secondary,no,(235 - 1158],no,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
448,<= 34,technician,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,1
449,(34 - 45],technician,married,tertiary,no,<= 235,yes,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
450,> 45,management,married,tertiary,no,(235 - 1158],no,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
451,<= 34,services,single,secondary,no,(235 - 1158],no,yes,cellular,(11 - 20],jul,<= 2,-1,0,unknown,1,1
452,> 45,management,married,tertiary,no,> 1158,yes,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,1,0
