,age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,predicted
279,<= 31,Private,High School grad,Separated,White-Collar,Own-child,White,Female,0,0,<= 40,0,0
280,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
281,(31 - 44],Private,High School grad,Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
282,<= 31,Private,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
283,(31 - 44],Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
284,> 44,Self-emp-not-inc,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,Low,0,> 40,0,0
285,> 44,Local-gov,Associates,Married,Other,Husband,White,Male,0,0,> 40,1,1
286,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
287,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
288,(31 - 44],Private,Bachelors,Separated,White-Collar,Unmarried,White,Female,Low,0,> 40,1,0
289,(31 - 44],Private,High School grad,Married,Admin,Wife,White,Female,Low,0,<= 40,0,0
290,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,> 40,1,0
291,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
292,(31 - 44],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
293,> 44,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,1,0
294,<= 31,Private,High School grad,Separated,Other,Not-in-family,White,Male,0,0,<= 40,0,0
295,> 44,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,1
296,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
297,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
298,<= 31,Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
299,(31 - 44],Private,Masters,Married,Professional,Husband,White,Male,0,0,> 40,0,1
300,> 44,Local-gov,Masters,Separated,Professional,Unmarried,White,Female,0,0,> 40,0,0
301,<= 31,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
302,(31 - 44],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
303,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
304,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
305,(31 - 44],Private,High School grad,Separated,Admin,Unmarried,White,Female,Low,0,> 40,0,0
306,(31 - 44],Private,Masters,Married,White-Collar,Husband,White,Male,0,Low,> 40,1,1
307,<= 31,Private,High School grad,Never-Married,Sales,Unmarried,White,Female,0,0,<= 40,0,0
308,(31 - 44],Private,Dropout,Separated,Service,Unmarried,White,Female,0,0,> 40,0,0
309,> 44,Private,Dropout,Widowed,Service,Unmarried,White,Female,0,0,<= 40,0,0
310,(31 - 44],Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
311,> 44,Private,Bachelors,Separated,White-Collar,Unmarried,White,Female,0,0,> 40,0,0
312,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
313,(31 - 44],Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,Low,0,<= 40,0,0
314,<= 31,Private,Dropout,Married,Service,Husband,White,Male,0,0,<= 40,0,0
315,(31 - 44],Private,Masters,Married,Professional,Husband,White,Male,0,0,> 40,1,0
316,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,High,0,<= 40,1,1
317,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,> 40,1,0
318,(31 - 44],Private,High School grad,Separated,White-Collar,Unmarried,Black,Female,High,0,<= 40,1,1
319,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,0,> 40,1,1
320,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
321,<= 31,Private,Associates,Separated,Blue-Collar,Unmarried,White,Male,0,0,<= 40,0,0
322,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
323,(31 - 44],Local-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
324,(31 - 44],Private,High School grad,Married,Service,Wife,White,Female,0,0,<= 40,1,0
325,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
326,(31 - 44],Private,Bachelors,Married,Professional,Husband,Black,Male,0,0,> 40,1,1
327,(31 - 44],Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,> 40,0,1
328,> 44,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,High,0,> 40,1,1
329,(31 - 44],Federal-gov,Associates,Never-Married,Other,Not-in-family,Black,Male,0,0,<= 40,0,0
330,(31 - 44],Private,Bachelors,Never-Married,Admin,Own-child,Black,Female,0,0,<= 40,0,0
331,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
332,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
333,> 44,Private,High School grad,Separated,Blue-Collar,Other-relative,White,Male,0,0,<= 40,0,0
334,<= 31,Local-gov,High School grad,Married,White-Collar,Own-child,White,Female,0,0,<= 40,0,0
335,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
336,(31 - 44],Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
337,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,1
338,> 44,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,1,0
339,(31 - 44],Self-emp-not-inc,Masters,Married,Professional,Wife,White,Female,0,0,<= 40,0,1
340,<= 31,Private,Dropout,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
341,<= 31,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,0
342,(31 - 44],Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
343,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
344,> 44,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,0,1
345,(31 - 44],Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,> 40,0,0
346,(31 - 44],Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,0
347,<= 31,Private,Bachelors,Married,Professional,Wife,Asian-Pac-Islander,Female,0,Low,<= 40,0,0
348,<= 31,Private,High School grad,Never-Married,White-Collar,Own-child,Asian-Pac-Islander,Female,0,0,<= 40,0,0
349,<= 31,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,<= 40,0,0
350,(31 - 44],Self-emp-not-inc,High School grad,Married,White-Collar,Husband,Black,Male,0,0,<= 40,1,0
351,<= 31,Private,Bachelors,Separated,Other,Not-in-family,White,Female,0,0,<= 40,0,0
352,> 44,Self-emp-not-inc,Doctorate,Married,White-Collar,Wife,White,Female,0,Low,<= 40,1,1
353,> 44,Private,High School grad,Widowed,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
354,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
355,> 44,Private,Dropout,Married,Service,Husband,White,Male,0,0,<= 40,0,0
356,> 44,Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
357,(31 - 44],Private,Dropout,Widowed,Admin,Unmarried,White,Female,0,0,<= 40,0,0
358,> 44,Self-emp-not-inc,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,0,0
359,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,High,> 40,1,1
360,> 44,Private,Bachelors,Separated,Professional,Other-relative,White,Female,0,0,> 40,1,0
361,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<= 40,0,0
362,> 44,Local-gov,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,> 40,0,1
363,<= 31,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Female,0,0,<= 40,0,0
364,(31 - 44],Private,High School grad,Separated,Blue-Collar,Own-child,Asian-Pac-Islander,Male,0,0,> 40,0,0
365,> 44,Private,Bachelors,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,> 40,1,1
366,(31 - 44],Private,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,> 40,0,1
367,> 44,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,1
368,(31 - 44],Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
369,<= 31,Private,Associates,Never-Married,Other,Other-relative,White,Female,0,0,<= 40,0,0
370,<= 31,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
371,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
372,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,> 40,0,0
373,(31 - 44],Private,Bachelors,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
374,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
375,<= 31,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,<= 40,0,0
376,(31 - 44],Private,Bachelors,Married,Professional,Wife,White,Female,0,0,<= 40,1,1
377,(31 - 44],Private,Dropout,Separated,Blue-Collar,Unmarried,White,Female,0,0,<= 40,0,0
378,(31 - 44],Private,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,1,0
379,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,Low,0,> 40,0,0
380,(31 - 44],Federal-gov,Dropout,Married,Admin,Husband,White,Male,0,0,<= 40,0,0
381,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
382,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
383,(31 - 44],State-gov,High School grad,Married,Professional,Other-relative,Asian-Pac-Islander,Male,0,0,<= 40,0,0
384,> 44,Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,High,0,<= 40,1,1
385,> 44,Self-emp-inc,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
386,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
387,<= 31,Private,High School grad,Never-Married,Other,Other-relative,White,Male,0,0,<= 40,0,0
388,<= 31,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,> 40,0,0
389,<= 31,Private,Associates,Separated,Admin,Unmarried,Black,Female,Low,0,<= 40,0,0
390,(31 - 44],Private,High School grad,Separated,Admin,Not-in-family,White,Male,0,0,<= 40,1,0
391,> 44,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
392,<= 31,Private,High School grad,Never-Married,Admin,Unmarried,White,Female,0,0,<= 40,0,0
393,> 44,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,> 40,0,0
394,> 44,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
395,<= 31,Private,High School grad,Never-Married,Service,Own-child,Other,Male,0,0,<= 40,0,0
396,(31 - 44],Private,High School grad,Married,Admin,Wife,Black,Female,0,0,<= 40,1,0
397,<= 31,Private,High School grad,Never-Married,White-Collar,Not-in-family,Black,Female,0,0,<= 40,0,0
398,> 44,Self-emp-not-inc,Masters,Married,Professional,Husband,White,Male,0,0,<= 40,0,0
399,(31 - 44],Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
400,> 44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,0,0
401,<= 31,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,Low,> 40,1,1
402,(31 - 44],Private,High School grad,Married,Admin,Husband,White,Male,Low,0,<= 40,0,0
403,<= 31,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
404,<= 31,Private,Bachelors,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
405,(31 - 44],Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,0,0
406,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
407,(31 - 44],Private,Doctorate,Married,Professional,Husband,White,Male,0,0,> 40,1,1
408,(31 - 44],Private,High School grad,Married,White-Collar,Husband,White,Male,Low,0,> 40,0,1
409,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
410,<= 31,Private,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
411,<= 31,Private,High School grad,Never-Married,Admin,Not-in-family,Other,Male,Low,0,<= 40,0,0
412,(31 - 44],State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
413,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
414,(31 - 44],Federal-gov,Masters,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
415,> 44,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,> 40,0,0
416,<= 31,State-gov,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
417,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
418,<= 31,Local-gov,High School grad,Never-Married,Other,Own-child,White,Male,0,Low,<= 40,0,0
419,(31 - 44],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,1
420,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
421,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
422,> 44,State-gov,High School grad,Married,Service,Wife,White,Female,0,0,<= 40,0,0
423,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
424,(31 - 44],Private,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,0,1
425,(31 - 44],Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
426,> 44,State-gov,High School grad,Married,Service,Husband,White,Male,0,0,<= 40,0,0
427,(31 - 44],State-gov,Dropout,Never-Married,Other,Own-child,White,Male,0,0,<= 40,0,0
428,> 44,Federal-gov,Masters,Married,White-Collar,Husband,Black,Male,0,0,<= 40,1,1
429,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,1
430,(31 - 44],Private,Associates,Married,Service,Husband,White,Male,0,0,<= 40,0,0
431,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
432,<= 31,Private,High School grad,Separated,Sales,Other-relative,White,Male,0,0,> 40,0,0
433,(31 - 44],Federal-gov,Masters,Never-Married,Professional,Not-in-family,White,Male,0,0,<= 40,1,0
434,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,Low,0,<= 40,0,0
435,> 44,Self-emp-not-inc,High School grad,Widowed,Blue-Collar,Not-in-family,White,Female,0,0,> 40,0,0
436,(31 - 44],Private,Dropout,Married,Service,Husband,White,Male,Low,0,<= 40,0,0
437,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
438,<= 31,Private,High School grad,Married,Sales,Wife,White,Female,0,0,<= 40,0,0
439,> 44,Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
440,(31 - 44],Private,Bachelors,Married,Admin,Wife,White,Female,0,0,<= 40,0,1
441,<= 31,Private,Bachelors,Separated,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
442,<= 31,Private,High School grad,Never-Married,Sales,Own-child,Black,Male,0,0,<= 40,0,0
443,> 44,Private,Bachelors,Separated,White-Collar,Not-in-family,White,Male,High,0,> 40,1,1
444,> 44,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
445,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
446,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
447,<= 31,Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,<= 40,0,0
448,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
449,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
450,(31 - 44],Private,Associates,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
451,<= 31,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
452,(31 - 44],Private,Dropout,Married,Sales,Husband,White,Male,0,0,> 40,0,0
453,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
454,(31 - 44],State-gov,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,0,0
455,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,1
456,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
457,(31 - 44],Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,0,0,> 40,0,0
458,(31 - 44],Private,Dropout,Never-Married,Blue-Collar,Other-relative,Asian-Pac-Islander,Male,0,0,<= 40,0,0
459,> 44,State-gov,Prof-School,Separated,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
460,(31 - 44],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
461,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,0,> 40,0,0
462,(31 - 44],Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,<= 40,0,0
463,(31 - 44],Private,Bachelors,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
464,(31 - 44],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,1
465,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
466,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,High,0,> 40,1,1
467,<= 31,Federal-gov,Associates,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
468,(31 - 44],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
469,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
470,> 44,Private,Dropout,Widowed,Service,Unmarried,White,Female,0,0,<= 40,0,0
471,<= 31,Private,High School grad,Never-Married,Blue-Collar,Other-relative,Black,Male,0,0,<= 40,0,0
472,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
473,(31 - 44],Private,High School grad,Separated,Admin,Own-child,White,Male,0,0,<= 40,0,0
474,<= 31,Private,High School grad,Separated,Other,Not-in-family,White,Female,0,0,<= 40,0,0
475,(31 - 44],Private,Doctorate,Married,Professional,Husband,White,Male,0,High,> 40,0,0
476,> 44,State-gov,Dropout,Married,Blue-Collar,Husband,Other,Male,0,0,> 40,0,0
477,(31 - 44],Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
478,<= 31,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
479,(31 - 44],Self-emp-not-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,1
480,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
481,> 44,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,0,0
482,> 44,Private,High School grad,Widowed,Admin,Not-in-family,Amer-Indian-Eskimo,Female,0,0,<= 40,0,0
483,(31 - 44],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,0
484,(31 - 44],Self-emp-inc,Dropout,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,0
485,> 44,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
486,(31 - 44],Private,Bachelors,Married,Sales,Husband,White,Male,High,0,> 40,1,1
487,<= 31,Private,Bachelors,Never-Married,White-Collar,Not-in-family,Black,Male,Low,0,> 40,0,0
488,<= 31,Local-gov,Bachelors,Never-Married,Professional,Own-child,White,Female,0,0,<= 40,0,0
489,> 44,Private,High School grad,Separated,Admin,Other-relative,White,Female,0,0,<= 40,0,0
490,> 44,Private,Dropout,Married,Service,Husband,Black,Male,0,0,<= 40,0,0
491,<= 31,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
492,<= 31,Private,Masters,Married,Professional,Wife,White,Female,0,0,<= 40,0,1
493,> 44,Private,High School grad,Widowed,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
494,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<= 40,1,1
495,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
