,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,sex,civil_status,class,predicted
616,'0<=X<200',> 24,'delayed previously',radio/tv,> 3368,'no known savings','1<=X<4',2,none,2,'no known property',<= 28,none,'for free',1,'high qualif/self emp/mgmt',1,none,yes,male,single,1,1
617,'<0',<= 12,'critical/other existing credit','new car',> 3368,'<100','1<=X<4',1,none,3,'real estate',(28 - 38],none,rent,3,skilled,2,none,yes,male,single,1,1
618,'0<=X<200',> 24,'existing paid',furniture/equipment,> 3368,'100<=X<500','1<=X<4',2,'co applicant',4,car,<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,0,1
619,'no checking',<= 12,'existing paid','new car',<= 1554,'<100','1<=X<4',4,none,2,'real estate',> 38,none,own,1,'unskilled resident',1,none,yes,male,married/wid/sep,1,1
620,'0<=X<200',(12 - 24],'critical/other existing credit',business,> 3368,'<100','4<=X<7',2,none,3,'life insurance',<= 28,none,own,2,skilled,1,none,yes,male,single,1,1
621,'no checking',(12 - 24],'critical/other existing credit','new car',<= 1554,'<100','1<=X<4',3,none,2,'life insurance',(28 - 38],bank,own,2,skilled,1,none,yes,male,single,0,1
622,'no checking',> 24,'existing paid',business,> 3368,'no known savings','1<=X<4',4,none,2,'real estate',(28 - 38],bank,own,1,skilled,1,none,yes,male,married/wid/sep,0,1
623,'<0',<= 12,'existing paid',furniture/equipment,(1554 - 3368],'<100','<1',4,none,1,car,<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
624,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','1<=X<4',4,none,4,'no known property',> 38,none,'for free',2,skilled,1,none,yes,male,single,0,1
625,'no checking',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'no known savings','>=7',4,none,2,car,(28 - 38],none,own,1,skilled,1,none,yes,male,single,1,1
626,'>=200',<= 12,'existing paid',furniture/equipment,(1554 - 3368],'<100','1<=X<4',2,none,2,'real estate',> 38,none,own,1,skilled,1,yes,yes,male,single,1,1
627,'0<=X<200',<= 12,'all paid','new car',<= 1554,'100<=X<500','4<=X<7',2,none,3,'no known property',(28 - 38],none,own,1,skilled,1,none,yes,male,single,0,1
628,'no checking',> 24,'critical/other existing credit',furniture/equipment,> 3368,'500<=X<1000','1<=X<4',4,none,4,'real estate',(28 - 38],none,own,2,skilled,1,yes,yes,male,single,1,1
629,'no checking',<= 12,'existing paid',education,> 3368,'no known savings','>=7',1,none,4,'real estate',> 38,none,own,1,'unskilled resident',1,none,yes,male,single,1,1
630,'<0',(12 - 24],'existing paid',radio/tv,> 3368,'<100','1<=X<4',2,none,4,car,<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
631,'<0',(12 - 24],'all paid',furniture/equipment,<= 1554,'<100','1<=X<4',4,none,3,car,> 38,bank,own,1,skilled,1,none,yes,male,single,0,0
632,'0<=X<200',(12 - 24],'existing paid',radio/tv,<= 1554,'no known savings','<1',4,none,1,'life insurance',<= 28,none,own,1,skilled,1,none,yes,male,single,1,1
633,'no checking',<= 12,'existing paid',furniture/equipment,(1554 - 3368],'<100','<1',2,'co applicant',2,car,<= 28,none,rent,2,skilled,1,none,yes,female,married/wid/sep,0,1
634,'0<=X<200',(12 - 24],'existing paid','new car',<= 1554,'<100','<1',3,none,4,car,<= 28,none,own,1,'unskilled resident',1,yes,yes,female,married/wid/sep,0,0
635,'no checking',<= 12,'existing paid',education,<= 1554,'<100','>=7',4,none,4,'life insurance',> 38,bank,own,3,skilled,2,yes,yes,male,single,1,1
636,'no checking',(12 - 24],'existing paid',radio/tv,<= 1554,'500<=X<1000','4<=X<7',4,none,1,car,<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
637,'no checking',> 24,'delayed previously',radio/tv,> 3368,'<100','4<=X<7',2,none,4,car,<= 28,none,own,2,skilled,1,yes,yes,male,single,1,0
638,'no checking',<= 12,'existing paid',radio/tv,<= 1554,'<100','<1',4,none,3,car,(28 - 38],none,own,1,skilled,2,none,yes,female,married/wid/sep,1,1
639,'<0',> 24,'delayed previously',radio/tv,> 3368,'<100','4<=X<7',3,none,2,'life insurance',<= 28,bank,own,2,skilled,2,yes,yes,male,single,0,0
640,'<0',(12 - 24],'existing paid',education,<= 1554,'<100',unemployed,4,none,1,'real estate',<= 28,none,own,1,'unemp/unskilled non res',1,none,yes,female,married/wid/sep,0,1
641,'0<=X<200',(12 - 24],'existing paid',repairs,<= 1554,'<100','>=7',4,none,4,car,(28 - 38],none,own,2,'unskilled resident',1,none,yes,male,single,1,1
642,'no checking',(12 - 24],'existing paid',education,> 3368,'100<=X<500','1<=X<4',3,none,2,'life insurance',> 38,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,1
643,'no checking',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'<100','4<=X<7',4,guarantor,2,car,(28 - 38],none,own,2,skilled,1,yes,yes,male,married/wid/sep,1,1
644,'<0',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'<100','4<=X<7',4,none,1,'life insurance',(28 - 38],none,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,married/wid/sep,1,1
645,'no checking',> 24,'delayed previously',business,> 3368,'no known savings','<1',4,none,4,car,<= 28,none,rent,2,skilled,1,yes,yes,male,single,0,1
646,'<0',> 24,'no credits/all paid',furniture/equipment,> 3368,'<100','1<=X<4',2,guarantor,2,'real estate',(28 - 38],none,own,2,skilled,1,none,yes,male,married/wid/sep,1,0
647,'no checking',<= 12,'existing paid','new car',<= 1554,'500<=X<1000','1<=X<4',2,none,2,'life insurance',<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,0,1
648,'>=200',(12 - 24],'existing paid','new car',<= 1554,'<100','4<=X<7',4,none,3,'no known property',(28 - 38],bank,'for free',1,skilled,2,none,yes,male,single,0,1
649,'<0',<= 12,'existing paid',education,<= 1554,'<100','1<=X<4',4,none,4,car,> 38,none,rent,1,'unskilled resident',2,none,yes,male,single,0,1
650,'<0',> 24,'existing paid',education,> 3368,'<100','4<=X<7',4,none,1,'no known property',> 38,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,0
651,'0<=X<200',<= 12,'existing paid',furniture/equipment,(1554 - 3368],'<100','1<=X<4',4,none,2,'life insurance',(28 - 38],none,own,1,'unskilled resident',1,none,yes,male,single,0,1
652,'<0',(12 - 24],'existing paid','new car',(1554 - 3368],'<100','>=7',4,'co applicant',1,'real estate',> 38,none,own,1,skilled,1,none,yes,male,single,0,1
653,'0<=X<200',> 24,'delayed previously','new car',> 3368,'100<=X<500','>=7',2,none,4,car,> 38,none,own,4,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,1
654,'no checking',(12 - 24],'critical/other existing credit','used car',(1554 - 3368],'<100','4<=X<7',4,none,3,car,(28 - 38],none,own,2,skilled,1,yes,yes,male,single,1,1
655,'<0',(12 - 24],'existing paid','new car',> 3368,'<100',unemployed,1,none,4,'no known property',<= 28,none,'for free',1,skilled,1,none,yes,male,single,1,1
656,'0<=X<200',<= 12,'existing paid','new car',<= 1554,'<100','>=7',4,none,4,car,> 38,bank,own,1,'unskilled resident',2,none,yes,male,single,0,0
657,'no checking',> 24,'existing paid',radio/tv,> 3368,'no known savings','4<=X<7',4,none,3,car,(28 - 38],stores,own,1,skilled,1,yes,yes,male,single,1,1
658,'0<=X<200',> 24,'no credits/all paid',business,> 3368,'<100','1<=X<4',2,none,1,car,<= 28,none,own,2,skilled,1,none,yes,female,married/wid/sep,1,0
659,'0<=X<200',(12 - 24],'critical/other existing credit',furniture/equipment,> 3368,'<100','>=7',2,none,1,'no known property',> 38,none,own,1,skilled,1,yes,yes,male,single,1,1
660,'>=200',<= 12,'existing paid',radio/tv,<= 1554,'<100','1<=X<4',3,none,4,'real estate',<= 28,none,rent,1,skilled,1,none,yes,male,married/wid/sep,1,1
661,'<0',<= 12,'existing paid','new car',<= 1554,'no known savings','1<=X<4',4,none,2,car,<= 28,none,own,1,skilled,1,none,yes,male,married/wid/sep,0,0
662,'no checking',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'<100','>=7',4,none,2,'real estate',> 38,none,own,2,skilled,1,none,yes,male,single,1,1
663,'0<=X<200',<= 12,'delayed previously',furniture/equipment,<= 1554,'<100',unemployed,4,none,1,'life insurance',(28 - 38],stores,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
664,'>=200',<= 12,'critical/other existing credit',education,<= 1554,'<100','1<=X<4',2,none,4,'life insurance',> 38,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
665,'no checking',(12 - 24],'critical/other existing credit',other,> 3368,'<100',unemployed,4,'co applicant',2,'no known property',<= 28,bank,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
666,'0<=X<200',> 24,'all paid',furniture/equipment,> 3368,'>=1000','1<=X<4',4,none,2,car,(28 - 38],stores,own,1,skilled,2,yes,yes,male,single,1,1
667,'no checking',> 24,'all paid',business,> 3368,'<100','1<=X<4',1,none,1,'real estate',<= 28,stores,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
668,'<0',<= 12,'critical/other existing credit','new car',> 3368,'<100','>=7',3,'co applicant',4,'life insurance',> 38,none,rent,2,skilled,1,yes,yes,male,single,0,1
669,'>=200',> 24,'critical/other existing credit',radio/tv,(1554 - 3368],'<100','>=7',4,none,4,'life insurance',> 38,none,own,1,skilled,1,none,yes,male,single,1,1
670,'no checking',(12 - 24],'critical/other existing credit',business,> 3368,'100<=X<500','1<=X<4',3,none,3,'life insurance',<= 28,none,own,2,'unskilled resident',1,yes,yes,male,single,1,1
671,'no checking',> 24,'existing paid',business,> 3368,'100<=X<500','4<=X<7',2,none,2,car,(28 - 38],none,own,2,skilled,1,yes,yes,male,single,1,1
672,'no checking',> 24,'existing paid','new car',> 3368,'<100','>=7',2,none,4,'life insurance',> 38,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
673,'no checking',<= 12,'critical/other existing credit','new car',(1554 - 3368],'500<=X<1000','1<=X<4',1,none,2,car,<= 28,none,own,1,skilled,1,none,yes,male,married/wid/sep,1,1
674,'no checking',(12 - 24],'delayed previously',business,(1554 - 3368],'500<=X<1000','<1',4,none,2,'real estate',> 38,bank,own,1,'unskilled resident',2,none,yes,male,single,0,1
675,'no checking',> 24,'critical/other existing credit',radio/tv,> 3368,'<100','4<=X<7',4,none,4,car,<= 28,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,female,married/wid/sep,1,1
676,'no checking',(12 - 24],'critical/other existing credit',furniture/equipment,> 3368,'<100','>=7',4,none,4,car,(28 - 38],none,own,1,skilled,1,yes,yes,male,single,1,1
677,'0<=X<200',> 24,'existing paid',radio/tv,> 3368,'100<=X<500','1<=X<4',2,none,2,car,<= 28,none,own,1,skilled,1,none,yes,male,married/wid/sep,0,0
678,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','>=7',4,none,4,'real estate',> 38,bank,rent,1,'unskilled resident',1,none,yes,male,single,1,0
679,'no checking',(12 - 24],'existing paid',radio/tv,<= 1554,'<100','<1',3,none,1,'real estate',<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
680,'no checking',<= 12,'existing paid',education,<= 1554,'<100','<1',1,none,2,'no known property',> 38,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
681,'no checking',<= 12,'existing paid',radio/tv,(1554 - 3368],'no known savings','1<=X<4',4,none,4,'no known property',(28 - 38],none,'for free',1,skilled,1,yes,yes,male,single,1,1
682,'no checking',(12 - 24],'delayed previously',radio/tv,<= 1554,'<100','1<=X<4',4,none,3,'real estate',(28 - 38],bank,own,2,skilled,1,none,yes,male,married/wid/sep,1,1
683,'no checking',(12 - 24],'critical/other existing credit',radio/tv,> 3368,'<100','<1',3,none,3,'no known property',> 38,none,'for free',3,skilled,1,yes,yes,male,married/wid/sep,1,1
684,'0<=X<200',> 24,'delayed previously',business,> 3368,'100<=X<500','4<=X<7',1,none,3,'life insurance',(28 - 38],none,own,2,'unskilled resident',2,yes,yes,male,single,1,0
685,'no checking',> 24,'existing paid','new car',> 3368,'no known savings','1<=X<4',4,none,4,'no known property',(28 - 38],none,'for free',1,skilled,2,yes,yes,male,single,1,1
686,'>=200',<= 12,'critical/other existing credit',radio/tv,<= 1554,'no known savings','4<=X<7',4,none,2,'life insurance',<= 28,none,own,2,skilled,1,yes,yes,male,single,1,1
687,'0<=X<200',> 24,'delayed previously','new car',(1554 - 3368],'100<=X<500','>=7',4,none,3,'no known property',(28 - 38],none,'for free',1,skilled,1,none,yes,male,single,1,0
688,'no checking',<= 12,'existing paid',radio/tv,(1554 - 3368],'100<=X<500','>=7',3,'co applicant',4,car,(28 - 38],none,own,1,skilled,1,yes,yes,male,single,1,1
689,'<0',<= 12,'existing paid','new car',> 3368,'>=1000','1<=X<4',1,none,3,'life insurance',(28 - 38],none,own,1,skilled,2,none,yes,male,single,1,1
690,'<0',(12 - 24],'critical/other existing credit',furniture/equipment,<= 1554,'<100','1<=X<4',2,none,3,'life insurance',<= 28,none,own,2,skilled,1,none,yes,male,married/wid/sep,1,1
691,'0<=X<200',(12 - 24],'existing paid',repairs,(1554 - 3368],'100<=X<500','1<=X<4',3,none,2,'real estate',<= 28,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
692,'0<=X<200',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'100<=X<500','<1',2,none,1,car,(28 - 38],none,own,1,skilled,1,none,yes,male,single,1,1
693,'<0',<= 12,'critical/other existing credit','new car',> 3368,'no known savings','<1',1,none,3,'real estate',> 38,none,own,2,'unskilled resident',2,none,yes,male,single,1,1
694,'no checking',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','4<=X<7',4,none,2,car,<= 28,none,own,1,skilled,1,yes,yes,male,single,1,1
695,'no checking',<= 12,'existing paid','used car',<= 1554,'500<=X<1000','1<=X<4',2,none,4,'life insurance',> 38,none,rent,1,skilled,1,none,yes,male,single,1,1
696,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'<100','4<=X<7',4,guarantor,3,'real estate',(28 - 38],none,own,2,skilled,1,none,no,male,single,1,1
697,'no checking',<= 12,'critical/other existing credit','new car',<= 1554,'<100',unemployed,1,none,2,'life insurance',(28 - 38],none,own,1,'unemp/unskilled non res',1,none,yes,female,married/wid/sep,1,1
698,'no checking',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'<100','1<=X<4',4,none,2,car,<= 28,none,own,2,skilled,1,none,yes,male,single,1,1
699,'>=200',(12 - 24],'existing paid',education,(1554 - 3368],'<100','>=7',4,none,4,car,> 38,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
700,'no checking',<= 12,'existing paid',furniture/equipment,<= 1554,'500<=X<1000','1<=X<4',4,none,4,car,(28 - 38],none,rent,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,1
701,'<0',> 24,'critical/other existing credit','used car',> 3368,'<100','>=7',4,none,4,'no known property',> 38,none,'for free',2,skilled,1,yes,yes,male,single,0,0
702,'>=200',(12 - 24],'existing paid',radio/tv,<= 1554,'100<=X<500','>=7',4,none,2,'no known property',> 38,none,'for free',1,skilled,1,yes,yes,female,married/wid/sep,1,1
703,'0<=X<200',> 24,'delayed previously',business,(1554 - 3368],'100<=X<500','>=7',4,none,2,'life insurance',> 38,stores,own,2,skilled,1,none,yes,male,single,1,1
704,'0<=X<200',> 24,'existing paid',business,(1554 - 3368],'<100','<1',4,none,1,'life insurance',(28 - 38],none,own,1,skilled,2,yes,yes,female,married/wid/sep,1,1
705,'no checking',(12 - 24],'existing paid','new car',> 3368,'500<=X<1000','>=7',1,none,4,'no known property',(28 - 38],none,'for free',1,skilled,1,none,yes,female,married/wid/sep,1,1
706,'0<=X<200',> 24,'existing paid','new car',> 3368,'100<=X<500','4<=X<7',3,none,2,'life insurance',<= 28,none,own,1,skilled,1,none,yes,male,single,0,0
707,'0<=X<200',<= 12,'no credits/all paid',furniture/equipment,(1554 - 3368],'<100','<1',4,none,3,'life insurance',<= 28,none,rent,2,skilled,1,none,yes,female,married/wid/sep,0,1
708,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'<100','>=7',4,none,4,'real estate',<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
709,'0<=X<200',<= 12,'existing paid',radio/tv,(1554 - 3368],'<100','1<=X<4',2,none,2,'real estate',(28 - 38],none,own,1,'unskilled resident',2,none,yes,male,single,1,1
710,'no checking',(12 - 24],'critical/other existing credit',radio/tv,<= 1554,'500<=X<1000','>=7',4,none,3,'life insurance',(28 - 38],bank,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
711,'<0',<= 12,'all paid',education,<= 1554,'<100','>=7',4,none,4,'no known property',(28 - 38],none,'for free',1,skilled,1,none,yes,female,married/wid/sep,0,0
712,'no checking',(12 - 24],'existing paid','used car',(1554 - 3368],'no known savings','>=7',4,none,4,'real estate',> 38,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
713,'<0',<= 12,'critical/other existing credit',radio/tv,<= 1554,'<100','1<=X<4',4,none,4,'real estate',<= 28,none,own,2,'unskilled resident',1,none,yes,male,single,1,1
714,'0<=X<200',> 24,'existing paid','new car',> 3368,'<100','4<=X<7',4,none,2,'no known property',<= 28,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,0
715,'no checking',> 24,'critical/other existing credit','used car',> 3368,'no known savings','>=7',1,none,4,car,> 38,none,own,2,skilled,1,none,yes,male,single,1,1
716,'no checking',> 24,'critical/other existing credit',radio/tv,(1554 - 3368],'no known savings','>=7',3,none,2,car,> 38,none,own,2,skilled,2,yes,yes,male,single,1,1
717,'no checking',(12 - 24],'existing paid',radio/tv,<= 1554,'<100','1<=X<4',4,none,2,'no known property',(28 - 38],none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
718,'>=200',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'no known savings','1<=X<4',3,none,2,car,(28 - 38],none,own,2,skilled,1,yes,yes,male,single,1,1
719,'0<=X<200',(12 - 24],'no credits/all paid','used car',> 3368,'100<=X<500','>=7',3,none,4,car,(28 - 38],bank,own,2,skilled,1,yes,yes,male,married/wid/sep,1,0
720,'>=200',<= 12,'no credits/all paid',radio/tv,<= 1554,'<100','<1',4,none,2,car,(28 - 38],none,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,1
721,'0<=X<200',<= 12,'all paid',education,<= 1554,'>=1000','<1',4,none,2,'life insurance',<= 28,bank,rent,1,skilled,2,none,yes,female,married/wid/sep,0,0
722,'<0',<= 12,'existing paid','new car',<= 1554,'<100','1<=X<4',4,none,2,'real estate',<= 28,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,0
723,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'500<=X<1000','1<=X<4',4,none,3,'real estate',> 38,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
724,'no checking',> 24,'existing paid','new car',(1554 - 3368],'<100','1<=X<4',3,none,3,'real estate',<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,0,1
725,'no checking',<= 12,'critical/other existing credit','new car',<= 1554,'>=1000','1<=X<4',2,none,2,'real estate',> 38,bank,own,2,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
726,'no checking',(12 - 24],'critical/other existing credit',radio/tv,<= 1554,'500<=X<1000','1<=X<4',2,none,2,'life insurance',> 38,none,own,2,'unskilled resident',1,none,yes,male,married/wid/sep,1,1
727,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','1<=X<4',4,none,4,car,<= 28,bank,rent,2,skilled,1,none,yes,female,married/wid/sep,0,0
728,'0<=X<200',> 24,'all paid',business,> 3368,'<100','>=7',4,none,3,'no known property',> 38,none,rent,1,skilled,1,none,yes,female,married/wid/sep,0,0
729,'>=200',(12 - 24],'critical/other existing credit',business,<= 1554,'>=1000','1<=X<4',2,none,4,'real estate',(28 - 38],none,own,2,skilled,1,yes,yes,male,married/wid/sep,1,1
730,'0<=X<200',(12 - 24],'delayed previously',radio/tv,> 3368,'<100','<1',1,none,2,car,(28 - 38],none,own,1,skilled,1,none,yes,male,single,1,1
731,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','1<=X<4',2,none,4,'real estate',<= 28,none,rent,1,'unskilled resident',2,none,yes,male,single,0,1
732,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'<100','4<=X<7',4,guarantor,2,'real estate',> 38,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
733,'no checking',(12 - 24],'existing paid','used car',(1554 - 3368],'>=1000','1<=X<4',2,none,4,car,<= 28,none,rent,1,skilled,1,yes,yes,female,married/wid/sep,1,1
734,'no checking',<= 12,'critical/other existing credit','new car',> 3368,'<100','4<=X<7',1,none,1,'real estate',(28 - 38],none,own,1,skilled,2,none,yes,female,married/wid/sep,1,1
735,'0<=X<200',> 24,'all paid','domestic appliance',> 3368,'no known savings','<1',3,none,2,'no known property',(28 - 38],bank,own,1,'unemp/unskilled non res',1,none,yes,female,married/wid/sep,1,0
736,'0<=X<200',(12 - 24],'existing paid','used car',> 3368,'<100','1<=X<4',1,none,4,car,<= 28,none,rent,2,'high qualif/self emp/mgmt',1,none,yes,female,married/wid/sep,0,1
737,'<0',(12 - 24],'existing paid','new car',> 3368,'100<=X<500','1<=X<4',3,none,4,car,(28 - 38],none,own,1,'unskilled resident',2,yes,yes,male,single,1,1
738,'no checking',<= 12,'critical/other existing credit','new car',> 3368,'<100','4<=X<7',1,none,3,'no known property',> 38,none,own,2,'high qualif/self emp/mgmt',2,yes,yes,male,single,1,1
739,'0<=X<200',> 24,'no credits/all paid',business,> 3368,'100<=X<500','1<=X<4',4,none,4,car,<= 28,none,rent,2,'unskilled resident',1,none,yes,female,married/wid/sep,0,0
740,'<0',(12 - 24],'all paid','new car',(1554 - 3368],'100<=X<500','4<=X<7',2,none,3,car,(28 - 38],bank,own,1,skilled,1,none,yes,male,single,1,0
741,'0<=X<200',<= 12,'all paid',radio/tv,<= 1554,'<100','1<=X<4',4,none,4,'real estate',<= 28,stores,own,1,'unskilled resident',1,none,yes,male,single,1,1
742,'no checking',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'no known savings','>=7',4,none,3,'life insurance',> 38,none,own,1,skilled,1,yes,yes,male,single,1,1
743,'<0',(12 - 24],'all paid',furniture/equipment,(1554 - 3368],'500<=X<1000','1<=X<4',4,none,4,'real estate',<= 28,stores,own,1,skilled,1,yes,yes,male,single,1,1
744,'<0',> 24,'critical/other existing credit',furniture/equipment,> 3368,'no known savings','4<=X<7',4,none,4,'life insurance',(28 - 38],none,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,0
745,'<0',(12 - 24],'critical/other existing credit',business,(1554 - 3368],'<100','<1',3,none,1,'life insurance',<= 28,bank,own,2,'unskilled resident',1,none,yes,male,single,1,1
746,'<0',(12 - 24],'existing paid','new car',(1554 - 3368],'<100',unemployed,1,none,4,car,<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
747,'<0',<= 12,'existing paid','new car',<= 1554,'<100','<1',3,none,1,'real estate',(28 - 38],none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,0
748,'no checking',(12 - 24],'existing paid','used car',> 3368,'no known savings','1<=X<4',1,none,3,car,<= 28,none,own,1,skilled,1,none,yes,male,single,1,1
749,'no checking',(12 - 24],'existing paid','used car',(1554 - 3368],'<100','4<=X<7',2,none,2,car,(28 - 38],none,own,1,skilled,1,none,yes,male,single,1,1
750,'<0',<= 12,'existing paid',furniture/equipment,<= 1554,'<100','>=7',2,none,1,'life insurance',> 38,bank,own,1,skilled,1,yes,yes,female,married/wid/sep,1,1
751,'<0',(12 - 24],'existing paid','new car',<= 1554,'<100','<1',1,none,2,car,<= 28,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,0
752,'0<=X<200',<= 12,'existing paid',business,<= 1554,'100<=X<500','4<=X<7',2,none,4,'real estate',<= 28,none,rent,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
753,'no checking',> 24,'critical/other existing credit',radio/tv,> 3368,'<100','4<=X<7',4,none,2,car,<= 28,none,own,2,skilled,1,none,yes,female,married/wid/sep,1,1
754,'no checking',<= 12,'delayed previously',repairs,(1554 - 3368],'>=1000','>=7',4,none,4,'no known property',> 38,none,'for free',2,skilled,2,none,yes,male,single,0,1
755,'<0',(12 - 24],'existing paid','new car',<= 1554,'no known savings','4<=X<7',4,none,4,'no known property',(28 - 38],none,rent,1,skilled,1,none,yes,female,married/wid/sep,0,0
756,'>=200',<= 12,'critical/other existing credit','new car',<= 1554,'<100','1<=X<4',1,none,1,'real estate',> 38,none,own,3,'unemp/unskilled non res',2,none,no,male,single,1,1
757,'>=200',(12 - 24],'critical/other existing credit',radio/tv,<= 1554,'no known savings','1<=X<4',3,none,4,'no known property',> 38,none,'for free',2,skilled,1,yes,yes,male,single,0,1
758,'no checking',(12 - 24],'existing paid','new car',<= 1554,'<100','1<=X<4',2,guarantor,2,'real estate',(28 - 38],none,own,1,skilled,1,yes,yes,male,single,1,1
759,'<0',<= 12,'critical/other existing credit','new car',<= 1554,'<100','>=7',4,none,3,'life insurance',(28 - 38],none,own,2,skilled,1,none,yes,male,single,0,1
760,'no checking',(12 - 24],'critical/other existing credit','new car',> 3368,'no known savings','>=7',1,none,4,car,> 38,none,own,1,skilled,1,yes,yes,female,married/wid/sep,1,1
761,'<0',(12 - 24],'critical/other existing credit',furniture/equipment,(1554 - 3368],'<100','1<=X<4',4,none,4,'real estate',<= 28,none,rent,2,skilled,1,none,yes,female,married/wid/sep,0,1
762,'<0',<= 12,'existing paid',radio/tv,(1554 - 3368],'<100','1<=X<4',4,none,3,'life insurance',<= 28,none,own,1,'unskilled resident',1,none,yes,male,single,1,1
763,'no checking',(12 - 24],'critical/other existing credit','new car',> 3368,'no known savings','>=7',4,none,4,'no known property',(28 - 38],none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,1
764,'no checking',(12 - 24],'critical/other existing credit','new car',(1554 - 3368],'100<=X<500','4<=X<7',4,none,3,'life insurance',<= 28,none,own,2,skilled,1,yes,yes,male,married/wid/sep,1,1
765,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'<100','>=7',3,guarantor,3,'real estate',> 38,bank,own,2,'unskilled resident',1,none,yes,male,married/wid/sep,1,1
766,'<0',> 24,'existing paid',furniture/equipment,(1554 - 3368],'<100','<1',2,none,4,'life insurance',(28 - 38],none,own,1,'unskilled resident',1,none,yes,male,married/wid/sep,0,1
767,'no checking',<= 12,'existing paid','used car',(1554 - 3368],'no known savings','<1',1,none,4,'real estate',(28 - 38],none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
768,'0<=X<200',<= 12,'critical/other existing credit',furniture/equipment,> 3368,'<100','>=7',1,none,4,car,<= 28,none,rent,3,skilled,1,yes,yes,male,single,1,1
769,'no checking',<= 12,'critical/other existing credit',radio/tv,(1554 - 3368],'<100','>=7',2,none,4,'real estate',> 38,none,own,2,'unskilled resident',1,yes,yes,male,single,1,1
770,'<0',(12 - 24],'existing paid','used car',(1554 - 3368],'no known savings','>=7',2,none,4,'real estate',<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
