race,sex,LSAT,UGPA,ZFYA,rank
White,Male,27.0,3.3,1.81,732
White,Female,42.0,3.5,1.81,733
White,Male,43.0,3.3,1.81,734
White,Male,33.0,3.8,1.81,735
White,Female,41.0,3.2,1.81,736
White,Male,41.0,3.6,1.81,737
White,Male,41.0,3.7,1.81,738
White,Female,40.0,3.6,1.81,739
White,Male,34.0,3.4,1.81,740
White,Male,39.0,3.0,1.81,741
White,Male,38.0,3.2,1.8,742
White,Female,43.0,3.3,1.8,743
White,Female,36.0,3.6,1.8,744
White,Male,42.0,3.8,1.8,745
White,Female,37.0,3.4,1.8,746
Other,Male,46.0,3.0,1.8,747
White,Female,39.0,3.8,1.8,748
White,Female,37.0,3.8,1.8,749
White,Female,38.0,3.6,1.8,750
White,Female,41.0,3.0,1.8,751
White,Male,45.0,3.7,1.8,752
White,Male,36.0,3.5,1.8,753
White,Male,44.0,3.6,1.8,754
White,Male,43.0,3.3,1.8,755
White,Male,30.0,3.6,1.79,756
White,Male,40.0,3.9,1.79,757
Other,Male,45.0,3.7,1.79,758
White,Male,37.0,3.6,1.79,759
White,Male,34.0,3.4,1.79,760
White,Male,33.0,2.7,1.79,761
White,Male,39.0,3.3,1.79,762
Asian,Female,44.0,4.0,1.79,763
White,Male,26.0,2.5,1.79,764
White,Female,36.0,3.8,1.79,765
White,Female,48.0,2.9,1.79,766
White,Male,35.0,3.8,1.79,767
White,Female,35.0,3.8,1.79,768
White,Male,44.0,3.4,1.79,769
White,Female,35.0,3.6,1.78,770
White,Male,42.0,3.5,1.78,771
White,Male,47.0,3.7,1.78,772
White,Male,48.0,3.2,1.78,773
White,Female,42.0,3.3,1.78,774
White,Male,34.0,4.0,1.78,775
White,Male,43.0,3.4,1.78,776
White,Male,37.0,3.2,1.78,777
Hispanic,Male,37.0,3.3,1.78,778
White,Female,40.0,3.8,1.78,779
White,Female,48.0,3.8,1.78,780
White,Male,32.0,3.3,1.78,781
White,Male,35.5,2.8,1.78,782
White,Female,36.0,3.9,1.78,783
White,Male,39.0,3.5,1.78,784
White,Female,36.0,3.2,1.78,785
White,Female,37.0,3.8,1.78,786
White,Female,47.0,3.9,1.78,787
White,Female,45.0,3.6,1.78,788
White,Male,42.0,3.6,1.78,789
White,Male,41.0,3.3,1.77,790
White,Female,43.0,4.0,1.77,791
White,Male,43.0,3.4,1.77,792
White,Male,39.0,3.1,1.77,793
Mexican,Female,35.0,3.1,1.77,794
White,Female,38.0,3.3,1.77,795
White,Male,43.0,3.5,1.77,796
White,Male,39.0,3.4,1.77,797
White,Female,42.0,2.7,1.77,798
White,Male,42.0,2.7,1.77,799
White,Male,40.0,3.3,1.77,800
White,Male,40.0,2.5,1.77,801
White,Male,41.0,3.3,1.77,802
White,Male,41.0,3.0,1.77,803
White,Male,48.0,3.7,1.77,804
White,Female,40.0,3.7,1.77,805
Other,Male,36.0,2.9,1.77,806
White,Male,48.0,3.7,1.77,807
White,Female,47.0,3.2,1.77,808
White,Female,48.0,2.7,1.77,809
White,Female,37.0,3.4,1.77,810
Hispanic,Male,36.0,3.9,1.77,811
White,Male,43.0,4.1,1.77,812
Other,Male,45.0,3.6,1.77,813
White,Male,39.0,4.0,1.77,814
White,Female,31.0,3.3,1.77,815
White,Male,40.0,2.8,1.77,816
White,Male,41.0,3.3,1.77,817
White,Male,40.0,3.6,1.76,818
White,Female,40.0,2.7,1.76,819
White,Female,30.5,3.3,1.76,820
White,Female,32.0,3.7,1.76,821
White,Female,34.0,2.7,1.76,822
White,Male,38.0,2.5,1.76,823
White,Female,43.0,3.8,1.76,824
White,Male,44.0,3.5,1.76,825
White,Female,40.0,3.3,1.76,826
White,Male,40.0,3.6,1.76,827
White,Female,46.0,3.9,1.76,828
White,Male,33.0,3.0,1.76,829
White,Female,39.0,3.7,1.76,830
White,Female,41.0,3.2,1.76,831
White,Male,43.0,3.8,1.76,832
White,Female,40.0,3.0,1.76,833
White,Male,48.0,3.8,1.76,834
White,Male,35.0,3.3,1.76,835
White,Female,40.0,3.3,1.76,836
White,Male,29.0,3.3,1.76,837
White,Female,43.0,3.6,1.76,838
Asian,Male,48.0,3.9,1.75,839
White,Male,33.0,2.6,1.75,840
White,Male,40.0,3.8,1.75,841
White,Female,41.0,3.8,1.75,842
White,Female,42.0,3.4,1.75,843
White,Male,31.0,2.7,1.75,844
White,Female,40.0,3.7,1.75,845
White,Male,40.0,3.0,1.75,846
White,Male,42.0,3.0,1.75,847
White,Female,29.5,3.6,1.75,848
White,Female,32.0,3.6,1.75,849
White,Male,38.0,2.6,1.75,850
Black,Female,34.0,3.3,1.75,851
Black,Female,30.0,2.4,1.75,852
White,Female,42.0,3.9,1.75,853
White,Male,34.0,3.5,1.75,854
White,Female,45.0,3.9,1.75,855
White,Male,35.0,2.9,1.74,856
White,Female,46.0,2.9,1.74,857
White,Male,48.0,3.5,1.74,858
White,Female,46.0,3.8,1.74,859
White,Male,44.0,3.1,1.74,860
White,Male,42.0,2.7,1.74,861
White,Male,35.0,3.0,1.74,862
Asian,Female,36.0,3.3,1.74,863
White,Female,39.0,3.7,1.74,864
White,Female,35.0,3.1,1.74,865
White,Male,40.0,3.9,1.74,866
White,Female,35.5,3.5,1.74,867
White,Male,37.0,3.3,1.74,868
White,Female,29.7,3.8,1.74,869
White,Male,43.0,3.4,1.74,870
White,Male,41.0,3.4,1.74,871
White,Male,38.0,3.4,1.74,872
White,Male,42.0,3.0,1.74,873
White,Female,44.0,3.9,1.74,874
White,Male,40.0,3.8,1.73,875
White,Male,34.0,3.1,1.73,876
White,Male,31.0,2.6,1.73,877
White,Male,34.0,3.4,1.73,878
White,Female,41.0,3.8,1.73,879
White,Male,42.0,3.4,1.73,880
White,Male,43.0,3.3,1.73,881
White,Male,38.0,2.4,1.73,882
White,Female,39.0,4.0,1.73,883
White,Male,38.0,3.9,1.73,884
White,Female,34.0,3.1,1.73,885
White,Female,38.0,3.6,1.73,886
White,Female,48.0,4.2,1.73,887
White,Male,35.0,3.0,1.73,888
White,Male,42.0,3.8,1.73,889
White,Male,41.0,3.8,1.73,890
White,Male,42.0,2.6,1.73,891
White,Male,46.0,2.9,1.73,892
White,Female,47.0,3.7,1.73,893
White,Female,40.0,3.6,1.73,894
White,Male,44.0,3.3,1.73,895
Other,Female,25.0,3.6,1.73,896
White,Male,46.0,3.9,1.73,897
White,Female,47.0,3.5,1.73,898
White,Male,34.0,3.1,1.73,899
White,Male,35.0,3.6,1.73,900
White,Male,40.0,3.2,1.73,901
Black,Female,39.0,2.2,1.72,902
White,Male,33.7,3.3,1.72,903
White,Male,44.0,3.7,1.72,904
White,Male,39.0,4.0,1.72,905
White,Male,46.0,3.3,1.72,906
White,Male,33.0,3.7,1.72,907
White,Male,41.5,2.8,1.72,908
White,Male,37.0,3.0,1.72,909
White,Male,38.0,3.4,1.72,910
White,Female,35.0,2.9,1.72,911
White,Female,40.0,3.8,1.72,912
White,Female,29.0,3.8,1.72,913
White,Male,40.0,3.4,1.72,914
White,Male,37.0,3.0,1.72,915
White,Male,38.5,3.2,1.72,916
White,Female,36.0,3.3,1.72,917
White,Male,44.0,3.5,1.72,918
White,Female,37.0,3.3,1.72,919
White,Male,27.0,3.1,1.72,920
White,Male,43.0,3.2,1.72,921
White,Female,40.0,3.2,1.71,922
White,Male,30.5,3.2,1.71,923
White,Female,44.0,3.9,1.71,924
Asian,Male,40.0,2.0,1.71,925
White,Female,48.0,3.6,1.71,926
White,Male,44.0,2.0,1.71,927
White,Female,37.0,3.5,1.71,928
White,Male,39.0,3.0,1.71,929
White,Male,38.0,3.4,1.71,930
White,Female,36.0,3.7,1.71,931
White,Male,40.0,2.9,1.71,932
White,Male,36.0,3.9,1.71,933
White,Male,47.0,4.0,1.71,934
Other,Female,40.0,3.6,1.71,935
White,Male,41.0,3.1,1.71,936
White,Female,38.0,4.0,1.71,937
White,Male,45.0,3.9,1.71,938
White,Female,42.0,3.8,1.71,939
White,Female,37.0,3.8,1.71,940
White,Male,39.0,3.4,1.71,941
White,Female,42.0,4.0,1.71,942
White,Male,45.0,3.8,1.71,943
White,Male,45.0,3.7,1.71,944
White,Male,41.0,3.3,1.71,945
White,Female,44.0,3.2,1.71,946
White,Female,35.0,3.1,1.71,947
White,Female,40.0,3.8,1.71,948
White,Male,45.0,4.0,1.71,949
White,Female,40.0,4.0,1.71,950
White,Female,31.0,2.8,1.71,951
White,Female,40.0,3.6,1.71,952
White,Male,35.0,3.2,1.7,953
Other,Male,39.0,3.0,1.7,954
White,Male,42.0,3.2,1.7,955
White,Male,34.0,3.4,1.7,956
White,Male,39.0,2.5,1.7,957
White,Male,34.0,3.4,1.7,958
Hispanic,Female,37.0,3.9,1.7,959
White,Female,44.0,4.1,1.7,960
White,Female,42.0,3.5,1.7,961
White,Male,40.0,3.3,1.7,962
White,Female,41.0,3.7,1.7,963
White,Female,38.0,4.0,1.7,964
White,Male,46.0,3.0,1.7,965
White,Male,38.0,2.5,1.7,966
White,Male,41.0,2.8,1.7,967
White,Male,42.0,3.7,1.7,968
White,Female,35.0,2.9,1.7,969
White,Male,40.0,3.1,1.7,970
White,Female,42.0,3.1,1.7,971
White,Female,39.0,3.0,1.7,972
White,Female,39.0,3.4,1.7,973
White,Male,40.0,3.0,1.7,974
White,Male,44.0,3.3,1.7,975
White,Female,33.0,3.9,1.7,976
White,Female,44.0,3.5,1.7,977
White,Female,42.0,4.0,1.7,978
White,Male,36.0,3.1,1.7,979
White,Male,35.0,2.3,1.69,980
White,Male,36.0,2.6,1.69,981
White,Female,33.0,4.0,1.69,982
White,Male,38.0,3.9,1.69,983
White,Male,37.0,2.6,1.69,984
Hispanic,Female,39.0,2.8,1.69,985
White,Female,38.0,3.7,1.69,986
White,Male,40.0,2.8,1.69,987
White,Male,38.0,3.7,1.69,988
White,Female,41.0,3.5,1.69,989
White,Female,36.0,3.2,1.69,990
White,Male,40.0,3.1,1.69,991
Asian,Male,42.0,3.6,1.69,992
White,Male,48.0,3.3,1.69,993
White,Male,39.0,3.2,1.69,994
White,Female,42.0,3.5,1.69,995
White,Male,38.0,3.8,1.69,996
White,Female,37.0,3.9,1.69,997
White,Male,25.0,3.9,1.69,998
White,Female,38.0,3.7,1.68,999
White,Male,39.0,3.6,1.68,1000
White,Male,34.0,3.6,1.68,1001
White,Female,33.0,3.4,1.68,1002
White,Male,32.0,4.0,1.68,1003
White,Male,34.5,3.6,1.68,1004
White,Male,41.0,2.8,1.68,1005
White,Male,38.0,2.1,1.68,1006
White,Female,45.0,3.4,1.68,1007
White,Female,40.0,3.4,1.68,1008
White,Male,38.0,3.7,1.68,1009
White,Male,38.0,2.9,1.68,1010
White,Male,30.0,2.8,1.68,1011
White,Male,39.0,2.6,1.68,1012
White,Female,44.0,3.2,1.68,1013
White,Male,37.5,3.4,1.68,1014
White,Male,43.0,3.7,1.68,1015
White,Female,44.0,2.9,1.68,1016
White,Female,43.0,3.2,1.68,1017
White,Female,38.0,3.1,1.67,1018
White,Male,39.0,2.9,1.67,1019
White,Male,30.0,3.7,1.67,1020
White,Male,36.5,3.3,1.67,1021
White,Male,43.0,3.5,1.67,1022
Other,Male,37.0,3.5,1.67,1023
White,Male,41.0,3.8,1.67,1024
White,Male,36.0,3.0,1.67,1025
Black,Female,36.0,2.9,1.67,1026
White,Male,39.0,3.2,1.67,1027
White,Male,36.0,3.3,1.67,1028
White,Male,39.0,2.9,1.67,1029
White,Male,45.0,3.7,1.67,1030
White,Male,35.0,3.1,1.67,1031
White,Male,47.0,4.0,1.67,1032
White,Female,42.0,2.8,1.67,1033
White,Female,42.0,4.0,1.67,1034
White,Female,39.0,4.0,1.67,1035
White,Male,41.0,3.6,1.67,1036
White,Male,39.0,2.7,1.67,1037
White,Male,32.0,3.1,1.67,1038
White,Male,41.5,2.4,1.67,1039
White,Male,33.0,3.0,1.67,1040
White,Male,41.0,3.0,1.66,1041
White,Female,42.0,4.0,1.66,1042
White,Male,33.5,2.3,1.66,1043
White,Male,41.0,3.5,1.66,1044
White,Male,39.0,3.6,1.66,1045
White,Female,39.0,3.6,1.66,1046
White,Female,37.0,3.0,1.66,1047
White,Female,38.0,3.6,1.66,1048
White,Female,37.0,3.5,1.66,1049
White,Male,37.0,3.6,1.66,1050
White,Female,47.0,2.8,1.66,1051
White,Female,41.0,3.4,1.66,1052
White,Female,41.0,3.1,1.66,1053
White,Female,39.0,3.9,1.66,1054
White,Male,41.0,3.0,1.66,1055
White,Female,38.0,3.7,1.66,1056
White,Female,36.0,3.7,1.66,1057
White,Male,42.0,2.3,1.66,1058
White,Male,43.0,3.6,1.66,1059
White,Male,44.0,3.2,1.66,1060
White,Male,40.0,3.9,1.66,1061
White,Male,36.0,3.4,1.66,1062
White,Female,37.0,2.4,1.66,1063
White,Female,30.0,3.7,1.66,1064
White,Male,40.0,3.9,1.66,1065
White,Male,36.0,3.4,1.66,1066
White,Male,37.5,3.3,1.66,1067
White,Male,39.0,3.1,1.66,1068
White,Male,31.0,3.7,1.66,1069
White,Male,41.0,3.8,1.66,1070
White,Male,41.0,3.7,1.66,1071
White,Male,30.5,3.0,1.65,1072
White,Male,44.0,2.4,1.65,1073
White,Male,33.0,3.0,1.65,1074
White,Male,39.0,2.1,1.65,1075
White,Female,34.0,3.3,1.65,1076
White,Female,37.0,3.5,1.65,1077
White,Female,33.0,3.4,1.65,1078
White,Male,37.0,2.9,1.65,1079
White,Male,38.0,3.8,1.65,1080
Mexican,Male,27.0,2.6,1.65,1081
White,Male,41.0,3.1,1.65,1082
White,Male,44.0,3.4,1.65,1083
White,Female,44.0,3.2,1.65,1084
White,Male,42.0,3.1,1.65,1085
White,Female,40.0,3.5,1.65,1086
White,Female,38.0,3.8,1.65,1087
White,Male,36.0,2.3,1.65,1088
White,Male,40.0,4.0,1.65,1089
White,Female,41.0,2.7,1.65,1090
Asian,Female,41.0,3.7,1.65,1091
White,Female,35.0,3.9,1.65,1092
White,Male,38.0,3.2,1.65,1093
White,Male,32.0,3.2,1.65,1094
White,Female,42.0,3.6,1.65,1095
White,Male,39.0,3.6,1.65,1096
White,Female,32.0,3.5,1.64,1097
White,Male,36.0,3.4,1.64,1098
White,Female,47.0,3.7,1.64,1099
Other,Male,33.5,3.1,1.64,1100
White,Male,48.0,4.0,1.64,1101
White,Male,32.0,3.9,1.64,1102
White,Female,26.0,3.6,1.64,1103
White,Male,42.0,3.4,1.64,1104
White,Male,36.0,3.6,1.64,1105
White,Female,41.0,3.2,1.64,1106
White,Male,39.0,2.5,1.64,1107
White,Male,47.0,3.3,1.64,1108
White,Female,37.0,3.9,1.64,1109
White,Female,40.0,3.2,1.64,1110
White,Female,39.0,3.8,1.64,1111
White,Male,42.0,4.0,1.64,1112
White,Female,32.0,3.3,1.64,1113
White,Female,44.0,3.3,1.64,1114
White,Female,39.0,2.9,1.64,1115
White,Male,40.0,2.8,1.64,1116
White,Female,31.0,3.4,1.64,1117
White,Male,31.0,3.4,1.64,1118
White,Male,43.0,3.9,1.64,1119
White,Male,45.0,3.4,1.64,1120
White,Male,41.0,2.9,1.64,1121
Hispanic,Male,39.0,3.1,1.64,1122
White,Male,32.0,3.4,1.64,1123
White,Male,38.0,3.3,1.64,1124
White,Male,41.0,4.0,1.64,1125
White,Male,39.0,2.7,1.63,1126
White,Male,44.0,3.5,1.63,1127
White,Female,42.0,3.6,1.63,1128
White,Female,39.0,3.6,1.63,1129
White,Male,38.0,3.9,1.63,1130
White,Male,42.0,3.5,1.63,1131
White,Male,27.0,2.6,1.63,1132
White,Female,44.0,3.8,1.63,1133
White,Male,29.5,3.6,1.63,1134
White,Male,47.0,3.5,1.63,1135
White,Male,39.0,3.6,1.63,1136
White,Female,44.0,2.8,1.63,1137
White,Female,34.0,3.7,1.63,1138
White,Male,42.0,2.5,1.63,1139
White,Female,41.0,3.4,1.63,1140
White,Female,44.0,3.7,1.63,1141
White,Female,37.0,3.1,1.63,1142
White,Female,42.0,3.6,1.63,1143
White,Male,35.0,3.5,1.63,1144
White,Female,44.0,3.6,1.62,1145
White,Female,43.0,2.2,1.62,1146
White,Male,43.0,3.3,1.62,1147
White,Male,37.5,3.2,1.62,1148
White,Male,40.0,3.3,1.62,1149
White,Male,32.0,3.8,1.62,1150
White,Male,38.5,3.9,1.62,1151
White,Female,44.0,3.7,1.62,1152
White,Male,38.0,3.0,1.62,1153
White,Male,39.0,3.2,1.62,1154
White,Male,29.0,3.7,1.62,1155
White,Male,47.0,4.0,1.62,1156
White,Female,41.0,3.3,1.62,1157
White,Female,45.0,3.5,1.62,1158
White,Female,40.0,2.7,1.62,1159
White,Male,33.0,2.9,1.62,1160
White,Male,38.0,3.0,1.62,1161
White,Female,39.0,3.4,1.62,1162
White,Male,36.0,3.1,1.62,1163
White,Female,37.0,3.6,1.62,1164
White,Female,44.0,4.0,1.62,1165
White,Male,34.0,2.8,1.62,1166
White,Male,32.0,3.7,1.62,1167
White,Female,34.0,2.3,1.62,1168
White,Male,33.0,3.4,1.62,1169
White,Female,40.0,3.3,1.62,1170
White,Female,42.0,3.8,1.62,1171
White,Male,39.0,2.9,1.62,1172
White,Female,44.0,3.5,1.62,1173
White,Male,40.0,3.1,1.62,1174
White,Male,42.0,3.2,1.61,1175
White,Female,46.0,3.1,1.61,1176
White,Female,44.0,2.9,1.61,1177
White,Male,41.0,2.4,1.61,1178
White,Male,40.0,2.7,1.61,1179
White,Male,48.0,3.8,1.61,1180
Other,Female,36.0,3.1,1.61,1181
White,Female,35.5,3.5,1.61,1182
White,Male,39.0,3.4,1.61,1183
White,Male,39.0,3.6,1.61,1184
White,Male,39.0,3.5,1.61,1185
White,Female,30.0,3.4,1.61,1186
White,Female,39.0,3.4,1.61,1187
White,Male,35.0,4.0,1.61,1188
White,Male,39.0,2.5,1.61,1189
White,Female,40.0,3.7,1.61,1190
White,Male,36.0,3.8,1.61,1191
White,Female,44.0,3.0,1.61,1192
White,Male,44.0,3.1,1.61,1193
White,Female,34.5,3.2,1.61,1194
White,Female,40.0,2.9,1.61,1195
White,Male,39.0,2.1,1.61,1196
White,Male,36.0,4.0,1.61,1197
White,Male,45.0,3.5,1.61,1198
White,Male,26.5,2.8,1.61,1199
White,Female,47.0,3.9,1.61,1200
White,Female,38.0,3.5,1.61,1201
White,Male,42.0,2.4,1.61,1202
White,Male,34.0,2.9,1.61,1203
White,Female,36.5,3.7,1.61,1204
Black,Female,39.0,3.4,1.61,1205
White,Male,40.0,3.6,1.61,1206
White,Male,34.0,2.9,1.61,1207
White,Male,43.0,2.9,1.61,1208
White,Female,42.0,3.3,1.6,1209
White,Male,47.0,3.8,1.6,1210
White,Male,34.0,2.9,1.6,1211
White,Male,43.0,3.5,1.6,1212
White,Male,41.0,3.9,1.6,1213
White,Female,44.0,3.8,1.6,1214
White,Female,41.0,3.4,1.6,1215
White,Male,42.0,3.8,1.6,1216
White,Male,33.5,2.6,1.6,1217
White,Female,35.0,3.2,1.6,1218
White,Male,43.0,3.7,1.6,1219
White,Female,32.0,3.4,1.6,1220
White,Male,36.0,2.6,1.6,1221
White,Male,38.0,3.8,1.6,1222
White,Female,42.0,3.9,1.6,1223
White,Male,38.0,3.4,1.6,1224
White,Male,34.0,3.6,1.6,1225
White,Male,35.0,3.6,1.6,1226
White,Female,38.0,3.2,1.6,1227
White,Female,41.0,3.8,1.6,1228
White,Male,38.0,3.6,1.6,1229
White,Male,44.0,3.8,1.6,1230
White,Male,35.0,3.1,1.6,1231
Other,Male,38.0,3.2,1.6,1232
White,Male,43.0,3.9,1.6,1233
White,Male,42.0,3.0,1.6,1234
White,Female,37.0,3.8,1.6,1235
White,Female,48.0,3.7,1.6,1236
White,Male,39.0,3.9,1.6,1237
White,Female,39.0,3.3,1.6,1238
White,Female,36.0,3.5,1.6,1239
White,Female,31.0,3.6,1.59,1240
White,Male,39.0,4.0,1.59,1241
White,Female,33.0,2.7,1.59,1242
White,Male,37.0,3.0,1.59,1243
White,Male,27.0,2.7,1.59,1244
White,Male,47.0,2.9,1.59,1245
White,Female,39.0,2.6,1.59,1246
White,Male,36.0,3.4,1.59,1247
White,Female,35.0,3.6,1.59,1248
White,Male,45.0,3.6,1.59,1249
White,Female,37.0,3.2,1.59,1250
White,Female,45.0,3.7,1.59,1251
White,Male,37.5,2.6,1.59,1252
White,Male,45.0,1.9,1.59,1253
White,Male,41.0,3.9,1.59,1254
White,Female,44.0,2.9,1.59,1255
Asian,Male,40.0,3.7,1.59,1256
White,Female,42.0,3.8,1.59,1257
White,Male,42.0,3.3,1.59,1258
Black,Female,36.5,2.9,1.59,1259
White,Male,36.0,2.9,1.59,1260
White,Female,34.0,2.7,1.59,1261
White,Male,39.0,4.0,1.59,1262
White,Male,33.0,2.4,1.59,1263
White,Male,36.0,3.0,1.59,1264
White,Male,44.0,3.8,1.59,1265
White,Female,40.0,3.9,1.59,1266
White,Male,43.0,3.1,1.59,1267
White,Male,47.0,3.2,1.59,1268
White,Male,40.0,2.5,1.59,1269
White,Male,40.0,2.9,1.59,1270
White,Female,36.0,3.3,1.59,1271
White,Male,47.0,3.3,1.59,1272
White,Male,33.0,3.8,1.58,1273
White,Male,35.0,2.7,1.58,1274
White,Male,37.0,3.1,1.58,1275
White,Female,45.0,3.9,1.58,1276
White,Male,38.0,3.9,1.58,1277
White,Male,45.0,3.6,1.58,1278
White,Female,46.0,3.7,1.58,1279
White,Male,45.0,3.1,1.58,1280
White,Male,36.0,3.7,1.58,1281
White,Male,48.0,3.4,1.58,1282
White,Male,39.0,3.1,1.58,1283
White,Male,40.0,3.2,1.58,1284
White,Female,43.0,3.3,1.58,1285
White,Female,36.0,3.6,1.58,1286
White,Male,36.0,3.7,1.58,1287
White,Female,39.5,3.4,1.58,1288
Asian,Female,39.0,2.7,1.58,1289
White,Female,45.0,3.3,1.57,1290
White,Male,43.0,3.6,1.57,1291
White,Female,45.0,3.2,1.57,1292
White,Male,37.0,3.3,1.57,1293
White,Male,40.0,3.3,1.57,1294
White,Male,42.0,2.6,1.57,1295
White,Male,44.0,3.6,1.57,1296
White,Male,43.0,3.6,1.57,1297
White,Female,41.0,3.4,1.57,1298
White,Female,41.0,3.8,1.57,1299
White,Male,45.0,3.8,1.57,1300
White,Male,42.0,3.1,1.57,1301
White,Female,48.0,3.0,1.57,1302
White,Female,39.0,3.8,1.57,1303
White,Female,41.0,3.8,1.57,1304
White,Female,35.0,2.8,1.57,1305
White,Male,40.0,3.6,1.57,1306
White,Female,38.0,2.4,1.57,1307
White,Female,48.0,3.1,1.57,1308
White,Male,41.0,3.4,1.57,1309
White,Male,36.0,2.1,1.57,1310
White,Male,44.0,4.0,1.57,1311
White,Male,44.0,3.3,1.57,1312
White,Female,35.0,3.8,1.57,1313
White,Male,36.0,2.8,1.57,1314
White,Male,42.0,3.1,1.57,1315
White,Male,41.0,3.0,1.57,1316
White,Female,24.3,2.7,1.57,1317
White,Male,35.0,2.4,1.57,1318
White,Female,30.0,2.8,1.57,1319
White,Male,40.0,3.6,1.57,1320
White,Female,38.0,3.1,1.56,1321
White,Male,36.0,3.4,1.56,1322
White,Female,43.0,3.7,1.56,1323
Black,Female,35.0,3.0,1.56,1324
White,Female,35.0,3.2,1.56,1325
White,Female,35.0,3.5,1.56,1326
White,Male,42.0,3.5,1.56,1327
White,Female,42.0,3.8,1.56,1328
White,Female,38.0,3.8,1.56,1329
White,Female,40.0,3.4,1.56,1330
White,Male,40.0,3.6,1.56,1331
White,Female,45.0,3.9,1.56,1332
White,Male,41.0,3.6,1.56,1333
White,Female,33.0,3.9,1.56,1334
White,Female,33.0,3.6,1.56,1335
White,Female,41.0,3.5,1.56,1336
White,Female,39.0,3.0,1.56,1337
White,Female,33.5,3.5,1.56,1338
White,Female,37.0,3.7,1.56,1339
White,Female,30.0,3.4,1.56,1340
White,Male,42.5,3.8,1.55,1341
White,Male,33.0,3.2,1.55,1342
White,Female,48.0,3.2,1.55,1343
White,Male,41.0,3.5,1.55,1344
White,Male,31.0,3.2,1.55,1345
White,Male,46.0,3.8,1.55,1346
White,Female,41.0,3.6,1.55,1347
White,Male,42.0,2.4,1.55,1348
White,Male,36.0,2.3,1.55,1349
White,Female,40.0,3.3,1.55,1350
White,Female,46.0,3.7,1.55,1351
White,Female,35.0,3.0,1.55,1352
White,Female,38.0,3.9,1.55,1353
White,Female,35.0,3.9,1.55,1354
White,Male,34.0,3.7,1.55,1355
White,Male,44.0,2.8,1.55,1356
White,Female,40.0,3.4,1.55,1357
White,Male,35.0,3.8,1.55,1358
White,Male,32.0,3.2,1.55,1359
White,Female,33.0,3.4,1.55,1360
White,Male,34.0,3.6,1.55,1361
White,Female,34.0,3.5,1.55,1362
White,Male,48.0,3.8,1.55,1363
White,Male,44.0,3.3,1.55,1364
White,Female,41.0,3.8,1.55,1365
Hispanic,Male,38.0,3.5,1.55,1366
White,Male,27.0,3.4,1.55,1367
White,Male,41.0,2.7,1.55,1368
White,Male,26.7,3.1,1.55,1369
White,Male,41.0,3.5,1.55,1370
White,Male,44.0,3.3,1.55,1371
White,Female,40.0,3.0,1.55,1372
White,Male,41.0,2.8,1.54,1373
White,Female,39.0,3.9,1.54,1374
White,Female,36.0,3.8,1.54,1375
White,Male,38.0,3.7,1.54,1376
White,Male,43.0,3.8,1.54,1377
White,Male,37.0,2.7,1.54,1378
White,Male,31.0,3.5,1.54,1379
White,Female,39.0,3.4,1.54,1380
White,Male,30.5,3.6,1.54,1381
White,Female,32.0,3.9,1.54,1382
White,Male,41.0,3.7,1.54,1383
White,Female,34.0,3.5,1.54,1384
White,Male,46.0,3.3,1.54,1385
White,Male,34.0,3.0,1.54,1386
White,Male,41.0,2.9,1.54,1387
White,Male,45.0,3.6,1.54,1388
White,Female,44.0,3.6,1.54,1389
White,Female,36.0,3.6,1.54,1390
White,Male,42.0,3.6,1.54,1391
White,Male,41.0,2.5,1.54,1392
White,Male,37.5,3.0,1.54,1393
White,Female,26.5,3.6,1.54,1394
White,Male,35.0,2.8,1.54,1395
White,Female,30.0,3.8,1.54,1396
White,Female,40.0,3.5,1.54,1397
White,Male,37.0,3.6,1.54,1398
White,Male,40.0,3.8,1.54,1399
White,Male,42.0,3.6,1.54,1400
White,Female,42.0,3.1,1.54,1401
White,Male,41.5,3.2,1.54,1402
White,Female,35.0,4.0,1.54,1403
White,Male,46.0,3.5,1.54,1404
White,Male,42.0,3.3,1.54,1405
White,Female,36.0,3.5,1.54,1406
White,Male,44.0,3.6,1.54,1407
White,Female,28.3,3.1,1.54,1408
White,Female,44.0,3.6,1.53,1409
White,Female,35.0,2.7,1.53,1410
White,Female,37.0,2.6,1.53,1411
White,Male,32.0,3.7,1.53,1412
White,Male,40.0,3.6,1.53,1413
White,Female,39.0,3.6,1.53,1414
White,Male,46.0,4.0,1.53,1415
White,Male,38.0,3.1,1.53,1416
White,Male,42.0,3.7,1.53,1417
Asian,Female,38.0,4.0,1.53,1418
White,Male,44.0,3.3,1.53,1419
White,Male,43.0,2.7,1.53,1420
White,Male,46.0,3.5,1.53,1421
White,Female,38.0,3.1,1.53,1422
White,Male,41.0,3.3,1.53,1423
White,Male,37.0,3.0,1.53,1424
White,Male,38.0,3.0,1.53,1425
White,Female,32.0,3.3,1.53,1426
White,Female,37.0,3.7,1.53,1427
White,Male,41.0,3.2,1.53,1428
White,Female,36.0,2.8,1.53,1429
White,Male,36.0,3.0,1.53,1430
White,Male,41.0,3.1,1.53,1431
White,Female,44.0,3.4,1.53,1432
White,Male,41.0,3.3,1.52,1433
White,Female,33.0,3.8,1.52,1434
White,Female,30.0,3.4,1.52,1435
White,Male,42.0,4.0,1.52,1436
White,Male,37.0,3.4,1.52,1437
White,Male,37.0,2.5,1.52,1438
White,Male,41.0,2.7,1.52,1439
